"Story","Title","Result","Date","Stability","Duration (s)"
"Visualización del calendario de clases","Acceder al calendario de clases desde eventos","SUCCESS","2025-06-05T21:00:43.3371472-05:00[America/Bogota]","0.0","5.27"
