"Story","Title","Result","Date","Stability","Duration (s)"
"Modificación de perfil y cierre de sesión","Modificar información del perfil y cerrar sesión exitosamente","SUCCESS","2025-05-29T12:10:20.770626-05:00[America/Bogota]","0.0","7.05"
